,Labels,Tweets,HS_Label
51017,0,"It was my great honor to deliver the keynote address at the 2019 Second Step Presidential Justice Forum hosted by the 20/20 Bipartisan Justice Center in South Carolina, and my true honor to receive the Bipartisan Justice Award, thank you! https://t.co/uF9IWnI1pH",0
51018,0,Thank you @robertjeffress! https://t.co/o6mk8orgrC,0
51019,0,RT @GaryCoby: Today @realDonaldTrump is receiving the Bipartisan Justice Award for his historic work on criminal justice reform.At the sa...,0
51020,0,Heading to South Carolina! https://t.co/CORtaPJq9p,0
51021,0,RT @gatewaypundit: Breaking Poll: 52% Say Impeachment Is Political Stunt by Democrats - 59% Say It's a Waste of Time @DanScavino @RealDonal...,0
51022,0,"“Donald J. Trump is an absolutely historic President already, in less than 3 years in office. His record is there for everyone to look at &amp, to examine and compare. This is an illegitimate effort to overthrow a President, not a formal Impeachment inquiry.” @LouDobbs  Thank you Lou",0
51023,0,"....COMING HOME! We were supposed to be there for 30 days - That was 10 years ago. When these pundit fools who have called the Middle East wrong for 20 years ask what we are getting out of the deal, I simply say, THE OIL, AND WE ARE BRINGING OUR SOLDIERS BACK HOME, ISIS SECURED!",1
51024,0,"....USA has gained Trillions of Dollars in wealth since November 2016. All others way down. Our power is Economic before having to use our newly rebuilt Military, a much better alternative. Oil is secured. Our soldiers have left and are leaving Syria for other places, then....",1
51025,0,Turkey fully understands not to fire on the Kurds as they leave what will be known as the Safe Zone for other fairly nearby areas. I don’t have to repeat that large scale Sanctions will be imposed for violations. Going well! ISIS secured by Kurds with Turkey ready as backup.....,0
51026,0,"So Congressman Tim Ryan of Ohio has finally dropped out of the race for President, registering ZERO in the polls &amp, unable to even qualify for the debate stage. See Tim, it’s not so easy out there if you don’t know what you’re doing. He wasn’t effective for USA workers, just talk!",0
51027,0,"Another big dropout of the Presidential race was, along with 0% Tim Ryan, 0% @RepSwalwell. Such talk and bravado from both, and nothing to show. They stood for nothing, and the voters couldn’t stand by them. Obnoxious and greedy politicians never make it in the end!",1
51028,0,RT @RepLeeZeldin: This impeachment inquiry has produced NOTHING to impeach POTUS for (I've been inside every depo thus far). While Dems run...,0
51029,0,RT @RepDougCollins: Democrats have no concern for the rules. Pelosi violates House rules and her majority gives her a free pass.Schiff...,1
51030,0,RT @RepGosar: The only reason Adam Schiff is conducting these unclassified interviews in a SCIF is to allow Democrats to control the narrat...,1
51031,0,RT @RepArrington: Let's call this sham what it really is: an #ImpeachmentInquisition against @realdonaldtrump.This purely political proce...,0
51032,0,RT @RepMattGaetz: Democrats are trying to use the natural advantage they have with the mainstream media to have secret interviews and selec...,0
51033,0,"RT @RepLaMalfa: Democrats: Searching for any possible reason to impeach @realDonaldTrump &amp, undo the results of the 2016 election - &amp, doing...",1
51034,0,"Where is the Whistleblower, and why did he or she write such a fictitious and incorrect account of my phone call with the Ukrainian President? Why did the IG allow this to happen? Who is the so-called Informant (Schiff?) who was so inaccurate? A giant Scam!",1
51035,0,RT @jmclghln: 52% majority says impeachment is political to stop @realDonaldTrump reelection only 36% legal 47%-33% say @POTUS shudn’t coop...,0
51036,0,RT @GOPLeader: Nancy Pelosi and her Do-Nothing Democrats have approved more subpoenas to investigate President Trump than they have written...,0
51037,0,"I really enjoyed my conversation with General @MazloumAbdi. He appreciates what we have done, and I appreciate what the Kurds have done. Perhaps it is time for the Kurds to start heading to the Oil Region!",0
51038,0,The Oil Fields discussed in my speech on Turkey/Kurds yesterday were held by ISIS until the United States took them over with the help of the Kurds. We will NEVER let a reconstituted ISIS have those fields!,0
51039,0,"Thank you to House Republicans for being tough, smart, and understanding in detail the greatest Witch Hunt in American History. It has been going on since long before I even got Elected (the Insurance Policy!). A total Scam!",0
51040,0,"The Federal Reserve is derelict in its duties if it doesn’t lower the Rate and even, ideally, stimulate. Take a look around the World at our competitors. Germany and others are  actually GETTING PAID to borrow money. Fed was way too fast to raise, and way too slow to cut!",1
51041,0,Don’t hurt them please! https://t.co/cKVa2HlJQb,0
51042,0,It is the only thing the Do Nothing Dems are doing! https://t.co/oqeetDNKzD,0
51043,0,Just a continuation of the Witch Hunt! https://t.co/TTCXcg0jdU,0
51044,0,RT @RepMarkMeadows: Chairman Schiff interestingly reversed course on having the 'whistleblower' testify *after* it was revealed that his of...,0
51045,0,"RT @SteveScalise: If people scatter out of a room when you walk in &amp, turn on the light, it begs the question: What are they hiding in there...",0
51046,0,"(Kiddingly) We’re building a Wall in Colorado”(then stated, “we’re not building a Wall in Kansas but they get the benefit of the Wall we’re building on the Border”) refered to people in the very packed auditorium, from Colorado &amp, Kansas, getting the benefit of the Border Wall!",0
51047,0,"RT @bopinion: Of Wisconsin’s 72 counties, 23 switched from voting for Obama in 2012 to Trump in 2016 https://t.co/4E0xFLZwlF https://t.co/f...",0
51048,0,RT @realDonaldTrump: https://t.co/ESnxdzR0wM https://t.co/pcXjrYuQ9e,0
51049,0,https://t.co/ESnxdzR0wM https://t.co/pcXjrYuQ9e,0
51050,0,"PROMISES MADE, PROMISES KEPT! #SHALEINSIGHT2019 https://t.co/kCkw3K8k5o",0
51051,0,"It was wonderful to be back in Pittsburgh, Pennsylvania with the incredible Patriots who fuel our factories, light up our homes, power our industries and fill our hearts with true American Pride! #SHALEINSIGHT2019 https://t.co/hWmN7zNud3",0
51052,0,"It would be really great if the people within the Trump Administration, all well-meaning and good (I hope!), could stop hiring Never Trumpers, who are worse than the Do Nothing Democrats. Nothing good will ever come from them!",1
51053,0,"....Does anybody think this is fair? Even though there was no quid pro quo, I’m sure they would like to try. Worse than the Dems!",1
51054,0,"Never Trumper Republican John Bellinger, represents Never Trumper Diplomat Bill Taylor (who I don’t know), in testimony before Congress! Do Nothing Democrats allow Republicans Zero Representation, Zero due process, and Zero Transparency....",0
51055,0,RT @Jim_Jordan: 435 Members of the House.Only one knows who the “whistleblower” is and who their sources are: @RepAdamSchiff.Why?,0
51056,0,RT @SteveScalise: Democrats are trying to deny Republican Members of Congress access to Schiff's secret impeachment proceedings. What are t...,0
51057,0,https://t.co/kNVQf6JdIL,0
51058,0,RT @CongressmanHice: Stepping out of Schiff’s dungeon for a quick update.Members and the thousands of constituents they represent have a...,0
51059,0,"The Never Trumper Republicans, though on respirators with not many left, are in certain ways worse and more dangerous for our Country than the Do Nothing Democrats. Watch out for them, they are human scum!",0
51060,0,"RT @HouseGOP: It’s simple. The American people deserve transparency, yet House Democrats continue to ram through their impeachment investig...",0
51061,0,"""RT @GOPoversight: • Why don't we know who the whistleblower is?• Why is this so-called #impeachment """"inquiry"""" being ran secretly in the ba...""",0
51062,0,"""RT @WhiteHouse: """"Eight long years after President Obama's ill-fated push at regime change, U.S. troops are still on the ground in Syria. Mo...""",0
51063,0,RT @WhiteHouse: President @realDonaldTrump just announced a major breakthrough toward achieving a better future for Syria and the Middle Ea...,0
51064,0,Thank you General Mazloum for your kind words and courage. Please extend my warmest regards to the Kurdish people. I look forward to seeing you soon. @mustefabali,0
51065,0,RT @mustefabali: GEN.Mazloum:1- I just spoke with President Trump and explained to him the Turkish violations of the truce that would not...,0
51066,0,RT @mustefabali: GEN.Mazloum:2. We THANK President Trump for his tireless efforts that stopped the brutal Turkish attack and jihadist grou...,0
51067,0,https://t.co/7Ud0WLyo4g,0
51069,0,Big success on the Turkey/Syria Border. Safe Zone created! Ceasefire has held and combat missions have ended. Kurds are safe and have worked very nicely with us. Captured ISIS prisoners secured. I will be making a statement at 11:00 A.M. from the White House. Thank you!,0
51070,0,"....feel EMPOWERED. There’s a movement happening on these campuses like I’ve never seen before. When you have 3000 students wanting to get into an event that couldn’t get in, that’s pretty remarkable!”  @charliekirk11 Turning Point USA   KEEP AMERICA GREAT!",0
51071,0,"""RT @JuddPDeere45: .@RepKevinBrady, @virginiafoxx, &amp, @repgregwalden: """"We can lower drug prices for seniors, workers, and families to help th...""",1
51072,0,"....Order a couple of months ago saying that any school that does not uphold the First Amendment Rights of its students will lose Federal Funding. We have seen a huge change in how the Universities interact with us as a national &amp, local student organization. Our studends....",0
51073,0,"Young campus Conservatives are flocking to Turning Point USA &amp, other Conservative speaker events all over the Country, AND IN RECORD NUMBERS. Thousands of students are turning out. “I just want to compliment the President of the United States for signing that historic Executive..",0
51074,0,RT @MattWhitaker46: I still have a lot more questions about #HunterBiden and his dealings in #Ukraine and #Russia.  My video on @FoxBusines...,0
51075,0,RT @MattWhitaker46: This #impeachment is not a constitutional process but an unprecedented #Democrat attack on a #Republican @POTUS Thank...,1
51076,0,Republicans are going to fight harder than ever to win back the House because of what the Do Nothing Democrats have done to our Country!,1
51077,0,Neither he (Taylor) or any other witness has provided testimony that the Ukrainians were aware that military aid was being withheld. You can’t have a quid pro quo with no quo.” Congressman John Ratcliffe @foxandfriends Where is the Whistleblower? The Do Nothing Dems case is DEAD!,0
51078,0,RT @RepDougCollins: Myth: Democrats aren’t impeaching @RealDonaldTrump because of politics. This is about Ukraine.Fact: Democrats introdu...,0
51079,0,"RT @GOPChairwoman: The only value Hunter Biden brought to the table was access to his father, then-VP Joe Biden.Democrats and the media d...",0
51080,0,RT @GOPChairwoman: The movement @realDonaldTrump has built is unlike anything we have ever seen. Tens of thousands came to Dallas to show...,0
51081,0,"RT @WhiteHouse: Since day one, the left has been on a mission to dispute, deny, and re-litigate the results of the 2016 election.They are...",0
51082,0,RT @WhiteHouse: Remember when Democrats called the extra money in Americans' wallets thanks to President @realDonaldTrump's economic polici...,1
51083,0,RT @seanhannity: @realDonaldTrump “I would like the Attorney General to find out what’s going on. We’re investigating corruption. I have an...,0
51084,0,It never ends. The Do Nothing Dems are terrible! https://t.co/l7Qk0WU8ML,1
51085,0,RT @Reince: Love these Libs melting down because @seanspicer keeps surviving - maybe it’s because people are actually voting for him! He’s...,1
51086,0,"RT @GOPChairwoman: The economy is booming, a fantastic trade deal is waiting for a vote, yet DC Democrats are only focused on their ridicul...",0
51087,0,RT @TeamTrump: Democrats think impeachment is their only hope for 2020.They will NEVER beat @realDonaldTrump on policy or merit and they...,1
51088,0,RT @TeamTrump: Our movement is a movement unlike anything our country has seen!New video from @GOP captures just some of the excitement f...,0
51089,0,RT @TeamTrump: .@kayleighmcenany: President @realDonaldTrump has raised more money than any former President at this point in a campaign!...,0
51090,0,RT @GOPChairwoman: Adam Schiff’s phony narrative has been “OBLITERATED” by testimony given to the House.“There is nothing from anything t...,0
51091,0,The Democrats Scam goes on and on! They Do Nothing! https://t.co/4ER1m6e39s,1
51092,0,The Witch Hunt continues! https://t.co/pBzhZfJEYb,0
51093,0,The Do Nothing Dems have nothing but time! https://t.co/g9wsBfk16W,1
51094,0,RT @piersmorgan: https://t.co/YFpyUULife,0
51095,0,RT @IvankaTrump: Visiting the Air Capital of the World with @SecPompeo to meet hardworking students in programs training them to succeed in...,0
51096,0,"Wrong, never even discussed this with Kellyanne Conway or Steve Mnuchin. Just more Fake News! https://t.co/bgR8TnytjJ",0
51097,0,"Wrong, never even discussed this with Kellyanne Conway ot Steve Mnuchin. Just more Fake News! https://t.co/bgR8TnytjJ",0
51098,0,"Good news seems to be happening with respect to Turkey, Syria and the Middle East. Further reports to come later!",0
51099,0,"RT @NASA: “You’re doing an incredible job,” says @POTUS to @Astro_Christina and @Astro_Jessica during today’s #AllWomanSpacewalk. Tune in t...",0
51100,0,RT @WhiteHouse: Fall is here! Come enjoy the beautiful White House Garden tours this weekend! Thank you to the @NatlParkService for taking...,0
51101,0,Great Job Tim! https://t.co/WhgO67CfKP,0
51102,0,RT @JessicaDitto45: “Empowering half the world’s population to flourish in the market economy is the best way to boost growth.” #WGDP https...,0
51103,0,"RT @WhiteHouse: Pelosi &amp, co. refuse to bring their inquiry to a vote because they have no serious interest in searching out truth and justi...",0
51104,0,RT @WhiteHouse: Results that speak for themselves: Wage gains under President @realDonaldTrump have eclipsed growth under the past two admi...,0
51105,0,“The Democrats are trying to draw out this inquiry because they don’t have the support. Donald Trump is guilty only of winning the 2016 Election.” @MZHemingway @foxandfriends,0
51106,0,"Can’t believe that Nervous Nancy Pelosi isn’t moving faster on USMCA. Her people want it, they don’t know why she isn’t putting it up for a bipartisan vote. Taking too long!",1
51108,0,Thank you Republicans. 185 out of 185 present voted for “US” last night. Really good!,0
51109,0,"So some day, if a Democrat becomes President and the Republicans win the House, even by a tiny margin, they can impeach the President, without due process or fairness or any legal rights. All Republicans must remember what they are witnessing here - a lynching. But we will WIN!",0
51110,0,....@kilmeade   “I want to know about Hillary Clinton with the Dossier? I want to know if there was FISA abuse? We’re still waiting for that report!” @ainsleyearhardt  @foxandfriends,1
51111,0,"...A majority do not want him Impeached and removed from office. 94% of the people in these battleground states who voted for President Trump want him to continue as President. That’s squarely in his corner.” @SteveDoocy “That’s a revealing poll, don’t you think that matters?”...",0
51112,0,"“I thought a very revealing poll was done by The New York Times. By about a 10 point margin, those in battleground states polled are against impeaching the President, and if Nancy Pelosi doesn’t take note of that, maybe she is the third rate politician.” @kilmeade @foxandfriends",0
51113,0,"“The Ambassador to the European Union has already testified, he said there was no quid pro quo. He said the President had told him that.” @kilmeade  @foxandfriends",0
51114,0,Congratulations to @JustinTrudeau on a wonderful and hard fought victory. Canada is well served. I look forward to working with you toward the betterment of both of our countries!,0
51115,0,RT @TreasurySpox: It’s been 1️⃣ year since President @realDonaldTrump announced the new US-Mexico-Canada trade agreement. USMCA will be a w...,0
51116,0,"RT @RepAnnWagner: As a cosponsor of the resolution to censure Rep. Adam Schiff, I was disappointed Nancy Pelosi did not even allow a vote o...",0
51117,0,RT @RepJohnJoyce: It is disappointing that House Democrats blocked a vote to condemn and censure Chairman Adam Schiff for lying to the Amer...,1
51118,0,"RT @RepLaMalfa: Tonight, I joined @SteveScalise, @RepAndyBiggsAZ, &amp, @HouseGOP in voting to censure Rep. Adam Schiff. Of course, Democrats...",1
51119,0,RT @dogoodmore: Lawmaker leading charge to censure Adam Schiff says he's engineering 'total political hit job' on Trump https://t.co/TgFQ9y...,1
51120,0,RT @LouDobbs: Condemn Shifty Schiff. @Jim_Jordan on House Republicans voting to censure Adam Schiff. #AmericaFirst #MAGA #Dobbs https://t.c...,1
51121,0,"RT @RepRickCrawford: Adam Schiff has eliminated the access Republican HPSCI members have &amp, has locked down depositions in a manner that is...",1
51122,0,"""RT @DJTrumpsButt: RT realDonaldTrump """"RT AmericaNewsroom: THE HEADLINER: Jim_Jordan comments on the latest in the impeachment inquiry as Re...""",0
51123,0,RT @SaraCarterDC: After almost two months of making a huge deal about the #Whistleblower testimony that would actually #impeach @realDonald...,0
51124,0,"RT @RepAndyBiggsAZ: On Monday, I, along with the vast majority of my @HouseGOP colleagues, will press forward with my motion to censure Ada...",1
51125,0,RT @GregGutfeldShow: Adam Schiff goes for a physical. #Gutfeld https://t.co/qbeCVVxccs,0
51126,0,RT @SteveScalise: Dems claim their scheme to impeach @realDonaldTrump is fair.Here's the reality:- All done in secret- Led by proven-l...,0
51127,0,RT @GregGutfeldShow: Adam Schiff tries to take a nap. #Gutfeld https://t.co/akNEGY6PDd,0
51128,0,RT @Rep_Watkins: The resolution to #CensureSchiff failed on the floor tonight.I guess Democrats are okay with Adam Schiff:▪️ Spreading...,0
51129,0,"RT @RepAndyBiggsAZ: Adam Schiff may not have been held accountable tonight, but the American people are very much aware of his reckless dis...",0
51130,0,Thank you Liz. Shows great Republican support! https://t.co/WsuTmv6Tfh,0
51131,0,"RT @newtgingrich: Nancy Pelosi and Adam Schiff have both become embarrassingly dishonest. They, along with the rest of the House Democrats,...",1
51132,0,RT @AmericaNewsroom: THE HEADLINER: @Jim_Jordan comments on the latest in the impeachment inquiry as Republicans prepare to file a motion t...,0
51133,0,RT @RepAndyBiggsAZ: COMING UP: I'm joining @SandraSmithFox on @AmericaNewsroom to discuss tonight's vote on my motion to condemn and censur...,0
51134,0,"""RT @USRepLong: I am proud to stand with my colleagues to demand transparency during this """"impeachment inquiry."""" Rep. Schiff has demonstrate...""",0
51135,0,"RT @SteveScalise: Adam Schiff must be held accountable for his lies.Tonight Republicans will move to censure &amp, condemn him for deliberate...",0
51136,0,Thank you Dan and Kevin. Great Vote! https://t.co/MMJ5SanakG,0
51137,0,"Doral in Miami would have been the best place to hold the G-7, and free, but too much heat from the Do Nothing Radical Left Democrats &amp, their Partner, the Fake News Media! I’m surprised that they allow me to give up my $400,000 Plus Presidential Salary! We’ll find someplace else!",1
51138,0,"Censure (at least) Corrupt Adam Schiff! After what he got caught doing, any pol who does not so vote cannot be honest....are you listening Dems?",1
51139,0,"Great new book by wonderful and very street smart author Dan Bongino, EXONERATED, THE FAILED TAKEDOWN OF PRESIDENT DONALD TRUMP BY THE SWAMP. Dan hits all of the crooked points of the greatest Witch Hunt in political history. Nevertheless, the Scam continues!",0
51140,0,https://t.co/oSn6amjZo4,0
51141,0,"Thank you John, so nice! https://t.co/OgNZ4kvFT1",0
51142,0,https://t.co/R3Chppjx6S,0
51143,0,"RT @JohnVoight__: They still pretend they cannot see all of this , the are hypocrites we know... Keep up with the good work, you have my...",0
51144,0,https://t.co/6sKKniiOfE,0
51145,0,A Great Democrat Scam! https://t.co/LbkVT7UvXX,0
51146,0,Adam Schiff is a Corrupt Politician! https://t.co/16aSrqjwu2,1
51147,0,RT @bennyjohnson: 🚨IMPORTANT🚨This is the most crucial statistic of the 2020 election:  Average American middle class household income:...,0
51148,0,Congratulations Barbara! https://t.co/0cYrjL1YOj,0
51149,0,"RT @SecretaryRoss: Since the election of President Trump, the U.S. has added 6.4 million jobs, including 500,000 in the #manufacturing sect...",0
51150,0,RT @SecretaryRoss: This action by the Commerce Department sends another clear message to the Cuban regime – that they must immediately ceas...,0
51151,0,RT @realDonaldTrump: It is ONLY about this! https://t.co/ZB5xPDKs4b,0
51152,0,RT @IngrahamAngle: Republicans in the Congress should be asked:  why have you allowed the State Department to become an arm of the Democrat...,0
51153,0,"“To the Democrats, Impeachment is partisan politics dressed up as principle.” @SteveHiltonx @FoxNews",0
51154,0,"So interesting that, when I announced Trump National Doral in Miami would be used for the hosting of the G-7, and then rescinded due to Do Nothing Democrat/Fake News Anger, very few in Media mentioned that NO PROFITS would be taken, or would be given FREE, if legally permissible!",0
51155,0,"....fiction to Congress and the American People?  I demand his deposition. He is a fraud, just like the Russia Hoax was, and the Ukraine Hoax is now. When do the Do Nothing Democrats pay a price for what they are doing to our Country, &amp, when do the Republicans finally fight back?",0
51156,0,....because their so-called story didn’t come even close to matching up with the exact transcript of the phone call. Was it a Corrupt Adam Schiff con? Why didn’t the IG see this? When do we depose Shifty Schiff to find out why he fraudulently made up my phone call and read this..,0
51157,0,"This Scam going on right now by the Democrats against the Republican Party, and me, was all about a perfect phone call I had with the Ukrainian President. He’s already stated, NO PRESSURE! Where is the Whistleblower, or the 2nd Whistleblower, or the “informant?” All gone.....",1
51158,0,"Pelosi is now leading a delegation of 9, including Corrupt Adam Schiff, to Jordan to check out Syria. She should find out why Obama drew The Red Line In the Sand, &amp, then did NOTHING, losing Syria &amp, all respect. I did something, 58 missiles. One million died under Obama’s mistake!",0
51159,0,"“The ceasefire is holding up very nicely. There are some minor skirmishes that have ended quickly. New areas being resettled with Kurds. U.S. soldiers are not in combat or ceasefire zone. We have secured the Oil.” Mark Esper, Secretary of Defense. Ending endless wars!",0
51160,0,"Mark Esperanto, Secretary of Defense, “The ceasefire is holding up very nicely. There are some minor skirmishes that have ended quickly. New areas being resettled with the Kurds.” USA soldiers are not in combat or ceasefire zones. We have secured the Oil. Bringing soldiers home!",0
51161,0,The WALL is making a very big difference. Even Dems in area are happy! https://t.co/NDzq2oIsHV,0
51162,0,"RT @GOP: Promises MADE, Promises KEPT! #KeepAmericaGreathttps://t.co/oHRgIpFGV1",0
51163,0,"RT @IvankaTrump: Thru #WGDP’s partnership w/ @WorldBank, #WeFi, $2.6 Billion will be mobilized for women entrepreneurs in 26 developing cou...",0
51164,0,RT @realDonaldTrump: https://t.co/kNVQf6JdIL,0
51166,0,RT @GOP: .@realDonaldTrump is putting AMERICA FIRST! https://t.co/dtzimD1X3d,1
51167,0,"So now Crooked Hillary is at it again! She is calling Congresswoman Tulsi Gabbard “a Russian favorite,” and Jill Stein “a Russian asset.” As you may have heard, I was called a big Russia lover also (actually, I do like Russian people. I like all people!). Hillary’s gone Crazy!",1
51168,0,Never give up. We are doing GREAT! We are WINNING! https://t.co/MKDn5WStFU,0
51169,0,"....Therefore, based on both Media &amp, Democrat Crazed and Irrational Hostility, we will no longer consider Trump National Doral, Miami, as the Host Site for the G-7 in 2020. We will begin the search for another site, including the possibility of Camp David, immediately. Thank you!",0
51171,0,".....its own 50 to 70 unit building. Would set up better than other alternatives. I announced that I would be willing to do it at NO PROFIT or, if legally permissible, at ZERO COST to the USA. But, as usual, the Hostile Media &amp, their Democrat Partners went CRAZY!",0
51172,0,"I thought I was doing something very good for our Country by using Trump National Doral, in Miami, for hosting the G-7 Leaders. It is big, grand, on hundreds of acres, next to MIAMI INTERNATIONAL AIRPORT, has tremendous ballrooms &amp, meeting rooms, and each delegation would have...",0
51173,0,"RT @CLewandowski_: Media ignoring Bidens' Ukraine dealings to protect ex-VP, Corey Lewandowski alleges | Fox News https://t.co/U4AjBJoA2g",0
51174,0,“The President never told me to withhold any money until the Ukrainians did anything related to the server. The only reason we were holding the money was because of concern about LACK OF SUPPORT FROM OTHER NATIONS and CONCERNS OVER CORRUPTION.” Yesterday’s Mick Mulvaney statement,0
51175,0,RT @GreggJarrett: Will these parties that disregarded the laws and statutes that protect Americans be held to justice? https://t.co/rIindvX...,0
51176,0,"RT @HouseGOP: “On their farms, when something needs to get done, our dairy farmers don’t hem and haw, they don’t drag their feet and they d...",1
51177,0,https://t.co/yvsGhK5N9X,0
51178,0,"Crooked Hillary Clinton just called the respected environmentalist and Green Party candidate, Jill Stein, a “Russian Asset.” They need a Green Party more than ever after looking at the Democrats disastrous environmental program!",0
51179,0,RT @GOPChairwoman: We've seen a huge spike in enthusiasm since Democrats like Elissa Slotkin and Haley Stevens backed Pelosi's bogus impeac...,0
51180,0,"""RT @RepDanCrenshaw: Amidst the political noise, it’s important to ask yourself: """"If Congress wasn’t so focused on impeachment, what else co...""",0
51181,0,"RT @VP: While Dems in Congress have been trying to overturn the will of the American people by reversing Election Day 2016, our Admin will...",0
51182,0,It is ONLY about this! https://t.co/ZB5xPDKs4b,0
51183,0,RT @DonaldJTrumpJr: Ahhhh good times. Happy third anniversary to one of the great comebacks of all time. https://t.co/KbSos1UApS,0
51184,0,"Just another FAKE SUPPRESSION POLL, this time from @FoxNews, of course! https://t.co/x8lYVE7QCo",0
51185,0,RT @NBCNews: NEW: US State Dept. has completed its internal investigation into former Sec. Clinton's use of private email and found violati...,0
51186,0,RT @GOP: It's no surprise that far-left Democrats like Alexandria Ocasio-Cortez and Illhan Omar support Senator Bernie Sanders for Presiden...,1
51187,0,"RT @RepLeeZeldin: I’ve sat through EVERY interview so far of this so called “impeachment inquiry” &amp, the President hasn’t done anything to p...",0
51188,0,.@RepMcClintock  Thank you Tom. Great interview on @TeamCavuto! @FoxNews,0
51189,0,A Great Book by Kimberley Strassel! https://t.co/TOQcUDmnAR,0
51190,0,RT @ericmetaxas: Here is a LONG and rather revealing interview I did w/@KatrinaTrinko at the @Heritage Foundation's @DailySignal podcast! A...,0
51191,0,RT @JudicialWatch: NO MORE VOTER FRAUD: @JudicialWatch President @TomFitton announces 1.59 million ineligible voters to be removed from Cal...,1
51192,0,"RT @GOPChairwoman: Nancy Pelosi only cares about her witch hunt, not working for the American people.It’s time for Pelosi to put the #USM...",1
51193,0,RT @GOPChairwoman: Everything is bigger in Texas – even a @realDonaldTrump rally! Awesome crowd!https://t.co/rj15fMyHyF,0
51194,0,"""RT @GOPChairwoman: """"There is a reason President @realDonaldTrump enjoys over 90% approval among Republicans: He is doing exactly what he sa...""",0
51195,0,RT @GOPChairwoman: “Our country is once again living by two simple rules: buy American and hire American. The economy is booming. Our peopl...,1
51196,0,RT @GOPChairwoman: “The radical Democrats want to destroy America as we know it.” – @realDonaldTrump We won’t let that happen! https://t...,1
51197,0,"RT @GOPChairwoman: Once again, the mainstream media keeps moving the goalposts to attack @realDonaldTrump. Must-watch breakdown of the me...",0
51198,0,RT @GOPChairwoman: “The people of this country know what the Dems are doing. They’re tired of it.” - @PressSec https://t.co/PbXGSD8Cpu,1
51199,0,RT @RNCLatinos: Latinos across America are fired up to re–elect @realDonaldTrump!¡Latinos alrededor de los Estados Unidos están motivados...,1
51200,0,"RT @GOP: “[@realDonaldTrump] has been in office for 3 years. He has sustained an energy and a momentum that we have never seen, and his sup...",0
51201,0,"“I don’t see anything that constitutes an Impeachable offense - Nothing here rises to the level of Impeachment. The Democrats are making a mistake with this secrecy.” Kenn Starr, former Special Prosecutor",0
51202,0,"RT @badluck_jones: Free Beacon Reminds Us of Lefty Double Standard Between Brewer, Pelosi Finger Wags https://t.co/R7c5kPzk6m",0
51203,0,RT @charliekirk11: The Obama Administration asked Ukraine to investigate Trump when he was a private citizenWhere were the MSM attacks th...,0
51204,0,RT @charliekirk11: Obama foreign policy:—Let Syria cross his “red line”—Hillary’s Failed Russian Reset—$150 Billion in cash to our en...,0
51205,0,RT @RepDougCollins: The Democrats are trying to conduct their “impeachment” inquiry in secret. We’ll see about that . . . https://t.co/oD...,0
51206,0,RT @SaraCarterDC: Democrat anger has grown so irrational that it has burst through the constitutional guardrails which protect our institut...,1
51207,0,"RT @brithume: Shouldn’t these stories contain the obligatory phrase “without evidence,” as the so often do when it’s Trump making the accus...",1
51208,0,Thank you very much. Working hard! https://t.co/z8dgzQxkVC,0
51209,0,I agree! https://t.co/mxKKg98NvO,0
51210,0,Texas is great! https://t.co/aJSyPSHJfw,0
51211,0,RT @TomFitton: Coup update. https://t.co/fPoPB7RJUB,0
51212,0,"RT @TomFitton: HUGE: HUNDREDS of Security Violations Tied to Clinton Emails, CRIME?-Deep State Enemies List Targets @RealDonaldTrump Family...",0
51213,0,RT @TomFitton: Coup Update https://t.co/JSN63yh93G,0
51214,0,There has never been a greater fraud on Congress. Shifty Schiff is Corrupt. Go Andy! https://t.co/yw57NhKpG2,0
51215,0,RT @Jim_Jordan: .@RepAdamSchiff is now scheduling 2 witnesses a day and plans to conduct those depositions simultaneously. How can Members...,0
51216,0,"Such a disgrace that the Do Nothing Democrats are doing just as their name suggests, Doing Nothing! USMCA anyone?",0
51217,0,#StopTheCoup,0
51218,0,RT @ZTPetrizzo: One pro-Trump demonstrator just began hounding @EleanorNorton over the impeachment inquiry: https://t.co/FoywJXN4zi,0
51219,0,RT @ZTPetrizzo: Feeling bad for this intern... https://t.co/7WoYCRJbvv,0
51220,0,RT @ZTPetrizzo: Here’s the scene outside of Speaker Pelosi’s office: https://t.co/G9niU7ATzZ,0
51221,0,"RT @WomenforTrump: Today is the day we #MarchforTrump!While some may be trying to sabotage our efforts, we will not be deterred. We wil...",0
51222,0,"RT @ZTPetrizzo: Tomorrow ”Women for America First” will be marching around D.C. &amp, roaming the halls of the Capitol trying to find Pelosi, S...",1
51223,0,"Susan Rice, who was a disaster to President Obama as National Security Advisor, is now telling us her opinion on what to do in Syria. Remember RED LINE IN THE SAND? That was Obama. Millions killed! No thanks Susan, you were a disaster.",1
51224,0,"Pelosi and Impeachment - There have already been 3 Votes, and they’ve all failed miserably. Here’s why there may not be a fourth - 137 Democrats voted against on the last vote.” @JasonChaffetz  @seanhannity  Many of those voting in favor will be beaten in 2020!",0
51225,0,"Congressman Michael McCaul, “Schiff’s inquiry defies Democracy.” @FoxNews @seanhannity",0
51226,0,"“Because the House has already voted against the Impeachment Proceeding, the current inquiry is totally invalid. The current sham of a so-called investigation is nothing more than an unconstitutional power grab. It needs to end.”  @JasonChaffetz  @seanhannity  Corrupt Adam Schiff",0
